SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
81954,TMB,2024-07-23T05:27:50Z,TRUE,2,3,3,3,2,1,4,3,4,4,4,2,2,4,4,3,2,3,3,4,3,2,2,3,3,2,2,3,2,6,1,6,3,6,3,4,2,6,2,2,3,4,5,1,1,4,3,1,2,4,4,5,5,5,1,5,5,1,4,5,5,1,5,5,5,1,1,4,2,4,4,2,1,2,4,4,5,1,2,5,5,2,1,1,2,2,2,4,4,3,2,5,5,5,2,1,2,4,2,1,2,2,1,1,1,3,2,4,2,Polite,Honest,Sympathetic,2,1,3,5,3,3,4,1,1,1,1,2,3,5,1,3,1,1,1,1,2,"Cocaine, Marijuana, Methamphetamine",Methamphetamine,5,1,5,5,3,1,5,1,0,0,1,1,0,1,1,2,1,3,2,2,4,3,2,1,2,3,3,1,1,3,1,2,2,2,2,2,2,1974,50,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,United States,6,0,3,3,1,4,4,$20000,48763,48911,06:00 AM,04:30 AM,07:00 AM,03:00 AM,10:30 PM,04:00 AM,3,NA,3,1,1,2024-07-23 01:28:20,,,,,,
30552,TMB,2024-07-25T02:29:11Z,TRUE,4,2,3,3,3,2,3,2,4,4,4,2,2,4,3,3,2,3,4,4,4,2,2,3,4,2,2,2,3,6,6,6,6,6,6,2,4,4,4,2,5,2,5,3,3,3,3,3,5,1,5,5,4,5,1,5,5,1,1,5,3,2,2,1,1,5,3,2,2,3,5,4,5,4,4,4,3,2,3,4,4,4,4,2,3,4,4,5,5,1,1,5,5,1,1,4,4,1,1,1,2,4,4,4,3,5,2,4,4,Generous,Compassionate,Fun,3,4,2,5,4,3,3,2,6,3,3,5,6,2,1,3,6,5,2,4,6,Cannabis,Cannabis,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,4,4,1,1,1,1,4,4,3,1,1,4,3,2,2,3,3,3,1964,60,0,NA,NA,NA,NA,1,NA,NA,5,1,2,1,NA,1,United States,6,0,1,8,4,1,1,$60000,Clinton Corners NY,96025,6:45 AM,06:00 AM,1:00 PM,12:00 AM,10:00 PM,2:00 AM,3,NA,1,4,1,2024-07-24 22:29:21,,,,,,
82517,TMB,2024-07-25T03:43:21Z,TRUE,1,2,3,1,3,3,1,4,4,3,4,1,2,3,4,4,4,4,3,3,4,2,3,3,4,3,3,1,1,6,2,1,1,3,1,4,4,5,4,3,4,3,3,2,2,4,5,2,3,3,4,4,5,2,4,5,5,2,2,4,4,3,3,4,4,2,1,3,4,3,5,4,4,2,1,4,5,2,2,4,4,2,3,3,4,2,4,5,3,1,2,5,5,3,1,3,2,2,3,2,4,3,2,4,3,2,3,3,2,Gracious,Giving,Considerate,6,1,5,2,1,1,6,4,4,4,5,3,4,4,4,4,4,4,4,4,4,NA,NA,1,1,1,1,1,1,1,4,0,0,0,0,0,1,0,0,0,3,3,3,4,3,2,1,1,4,4,3,1,0,3,3,3,3,4,4,2,1960,64,0,NA,NA,NA,NA,1,NA,NA,3,2,4,1,NA,0,Germany,6,0,1,8,4,1,1,$85000,Heidelberg Germany,99204,06:30 am,06:30 am,7:00 am,1100 pm,1000 pm,01:00 am,1,NA,1,1,1,2024-07-24 23:43:27,,,,,,
92284,TMB,2024-07-25T19:19:30Z,TRUE,3,4,3,1,1,1,1,4,2,1,3,4,4,2,2,4,4,2,1,2,2,4,4,2,3,4,4,3,2,5,2,4,3,4,3,3,2,3,3,5,4,4,2,5,5,1,2,5,5,2,2,5,5,5,4,5,5,2,1,5,5,2,2,5,5,2,2,5,5,2,1,5,5,1,2,4,3,4,5,4,2,5,5,4,5,4,5,5,5,2,2,5,5,1,4,5,5,5,2,2,2,4,4,4,1,5,5,5,5,Sympathy,Independence,Warmth,6,6,1,1,6,6,4,7,7,7,7,7,7,7,6,6,7,5,5,6,6,Paracetamol,Paracetamol,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,2,2,2,3,3,4,2,1,2,2,1,3,1,3,2,1,3,3,0,1977,47,0,NA,NA,NA,NA,1,NA,NA,4,2,4,0,NA,1,United States of America,2,0,1,8,4,2,1,$65000,"Scranton, Pennsylvania",60658,08:00 AM,06:00 AM,09:00 AM,10:00 PM,09:00 PM,11:00 PM,1,NA,6,3,5,2024-07-25 15:19:55,,,,,,
88310,TMB,2024-07-26T15:14:02Z,TRUE,2,2,3,2,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,2,3,4,3,3,2,2,2,3,3,3,3,2,2,5,3,5,4,3,2,2,4,4,5,2,2,4,4,4,3,4,4,2,2,5,4,5,5,4,5,4,5,5,4,2,2,4,5,5,4,4,4,4,4,4,3,5,4,4,3,5,4,4,3,4,2,4,4,4,4,4,5,2,2,4,4,4,4,4,2,4,4,3,3,Punctuality,Cleanliness,Active,3,4,5,2,4,5,5,6,7,5,5,5,4,5,6,6,6,6,5,5,7,None,None,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,0,1,0,2,1,3,4,4,4,4,2,3,2,0,1,3,2,2,2,3,3,1,1974,50,0,NA,NA,1,NA,NA,NA,NA,6,3,3,1,NA,1,USA,7,0,0,8,2,1,1,$47000,Northern California,60127,06:00 AM,04.:30 AM,07:00 AM,10:00 PM,09:00 PM,11:30 PM,1,NA,2,3,3,2024-07-26 11:14:16,,,,,,
93664,TMB,2024-07-26T15:35:44Z,TRUE,4,4,4,1,1,4,1,4,2,1,1,4,3,1,1,4,4,2,1,1,2,4,4,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,5,3,3,5,5,1,1,5,5,5,1,5,4,3,3,5,3,4,3,3,3,1,1,5,4,3,1,4,5,4,3,4,3,5,3,1,1,4,5,1,4,4,3,5,4,1,1,4,4,2,1,5,5,1,1,1,1,5,5,4,1,5,5,5,5,Ambition,Competitiveness,Altruism,1,6,1,1,6,6,3,7,7,7,7,6,7,NA,4,7,7,7,7,7,7,NA,NA,1,1,1,1,1,1,1,3,0,1,0,1,0,0,0,0,0,2,1,3,1,4,4,4,4,3,1,2,0,0,3,4,2,1,1,1,0,1971,53,0,NA,1,NA,NA,NA,NA,NA,7,2,3,0,NA,0,Sri Lanka,2,2,1,8,4,1,1,$100000,Colombo,95618,5:30 AM,5:00AM,6:30AM,10:30 PM,9:00 PM,11:59 PM,1,NA,3,1,2,2024-07-26 11:35:57,,,,,,
52221,TMB,2024-07-26T18:27:35Z,TRUE,1,1,1,4,3,NA,NA,2,4,4,4,1,1,4,4,1,1,4,2,4,4,1,1,4,4,1,2,NA,NA,NA,NA,5,6,5,6,4,4,4,4,5,1,5,5,5,5,1,1,1,1,5,5,NA,1,5,5,5,5,1,5,1,1,5,5,1,1,5,5,1,1,5,5,1,5,5,5,5,5,1,1,5,5,1,1,5,5,5,3,5,5,3,5,1,1,5,5,5,4,3,4,5,5,1,1,1,5,5,1,1,1,Quiet,Attentive,Calm,6,1,6,6,1,1,3,1,2,1,3,1,1,1,1,1,1,1,1,1,1,Mdma Marijuana,Marijuana,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,4,3,2,1,3,3,3,4,4,5,2,0,1,1,3,4,4,3,1,1978,46,0,NA,NA,1,NA,NA,NA,NA,1,2,3,0,NA,1,United states,1,0,0,3,1,4,4,$14500,11385,11385,05:30 AM,02:00 AM,06:00 AM,3:00 aM,10:00PM,03:00 aM,1,NA,2,1,1,2024-07-26 14:27:50,,,,,,
64387,TMB,2024-07-30T06:11:52Z,TRUE,4,4,4,1,1,4,1,4,1,1,2,4,3,1,1,3,4,2,1,1,1,4,4,3,3,4,4,1,1,1,1,3,1,1,1,3,3,3,3,3,4,3,4,3,4,2,1,4,5,1,2,5,4,1,1,5,4,2,1,4,4,2,3,3,2,4,1,5,4,3,4,5,5,2,4,4,4,4,4,1,1,5,5,2,2,4,3,5,5,2,2,4,5,2,1,4,4,2,1,1,2,5,4,4,1,4,5,4,5,Kindness,Optimism,Intelligence,1,6,2,1,5,6,1,7,7,7,7,7,7,6,4,6,6,6,6,6,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,2,3,2,2,1,0,2,3,4,1,4,2,2,0,1975,48,0,NA,NA,NA,NA,1,NA,NA,7,3,3,1,NA,1,Usa,6,0,0,8,4,1,1,$0000000,99336,99362,07:00 am,07:00 AM,08:30 AM,10:00 PM,09:00 PM,10:00PM,1,NA,1,2,1,2024-07-30 02:12:04,,,,,,
63234,TMB,2024-07-30T17:04:23Z,TRUE,4,4,1,1,1,3,1,4,2,2,1,1,4,1,1,4,4,1,1,1,1,3,4,3,1,4,2,1,1,1,6,6,1,2,2,2,1,2,2,2,1,5,4,3,4,1,3,5,4,1,1,5,5,5,1,5,5,1,1,5,5,3,1,5,5,1,1,5,5,4,1,5,2,1,1,1,1,5,1,4,3,4,5,4,4,5,5,5,5,1,1,5,5,1,2,5,5,1,1,1,1,5,5,5,1,5,3,5,5,Open minded,Respectful,organized,2,6,1,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,0,3,3,1,4,3,2,4,2,1,3,0,1,4,4,1,1,2,2,1,1971,53,0,NA,1,NA,NA,NA,NA,NA,3,2,3,1,NA,0,Sri Lanka,2,NA,1,8,4,1,1,$95000,Colombo,95618,06:25 AM,06:00 AM,08:30AM,10:30 PM,10:00 PM,11:30 PM,1,NA,NA,1,3,2024-07-30 13:04:52,,,,,,
91384,TMB,2024-08-03T01:53:48Z,TRUE,1,1,1,2,3,2,3,2,4,3,3,3,3,4,3,3,2,3,3,4,4,2,4,2,3,3,3,2,1,1,6,3,4,2,6,3,1,1,6,3,3,3,3,5,5,4,2,3,2,3,4,4,5,2,2,5,5,4,2,3,4,3,4,5,2,2,2,4,5,3,2,5,5,2,2,3,4,4,3,2,2,4,2,2,4,3,4,5,5,1,2,3,3,4,3,4,4,2,1,1,2,4,3,4,3,4,4,4,4,Knowledgeable,Resourceful,Straight Forward,4,4,4,3,5,4,4,2,1,3,6,2,1,4,1,4,5,2,2,2,4,NA,NA,1,1,1,1,1,1,1,4,1,2,3,3,1,3,3,2,2,2,2,3,3,2,2,3,2,1,1,4,0,2,3,4,1,3,2,3,1,1980,46,0,NA,NA,1,NA,NA,NA,NA,6,5,2,1,NA,1,USA,3,0,1,8,4,1,1,$150000,10468,10475,05:00 AM,05:00AM,08:00 AM,12:00 AM,10:00PM,02:00 AM,1,NA,3,1,3,2024-08-02 21:54:17,,,,,,
99288,TMB,2024-08-05T02:47:50Z,TRUE,4,4,4,1,1,3,2,3,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,2,6,1,4,4,6,2,1,2,6,1,3,3,3,4,4,5,2,2,2,5,1,3,5,5,1,3,5,5,1,1,5,4,1,2,4,4,3,1,5,5,1,4,4,4,1,1,4,4,2,1,3,2,4,4,4,3,3,4,5,4,2,2,5,5,1,1,5,5,1,1,2,3,4,4,5,2,4,4,4,4,Ambitious,Driven,Compassionate,4,6,1,1,5,6,1,3,4,4,3,2,5,4,2,4,4,3,3,3,4,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,2,3,5,2,2,1,1,1,3,3,1,1,0,3,2,3,2,5,4,3,1970,53,0,NA,NA,NA,NA,1,NA,NA,2,1,1,1,NA,1,United states,1,1,1,8,3,2,3,$1500,40353,40351,08:00 AM,06:00 AM,11:00 AM,12:00 AM,10:00 PM,03:00 AM,1,NA,3,5,1,2024-08-04 22:48:03,,,,,,
77870,TMB,2024-08-05T05:40:55Z,TRUE,4,4,4,3,2,2,3,4,2,2,2,3,3,2,3,3,3,2,2,3,3,3,3,3,2,4,3,1,2,5,1,1,1,5,1,1,1,5,1,4,4,5,4,3,4,2,2,4,5,3,2,5,4,1,1,5,5,1,1,5,4,2,2,4,4,3,1,5,5,2,2,5,4,4,3,4,4,4,1,4,4,4,4,4,1,3,5,5,4,2,2,5,5,2,2,4,4,2,2,1,3,4,4,4,4,4,4,4,4,Honesty,Willing,Open minded,6,5,2,2,4,2,2,6,4,6,6,2,7,7,7,6,5,3,6,3,5,"Heroin, meth, marijuana, oxycodone, neruotin",Heroin,5,2,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,2,3,3,4,4,3,1,3,1,1,2,0,0,2,2,1,1,2,3,0,1978,46,0,NA,NA,NA,NA,1,NA,NA,3,2,1,1,NA,1,United States,1,4,1,2,1,1,3,$50000,40351,40351,09:00 AM,08:00 AM,09:00AM,11:00 PM,09:00 PM,12:00 AM,3,NA,4,5,5,NA,,,,,,
92607,TMB,2024-08-06T14:20:23Z,TRUE,3,3,4,1,1,3,1,4,2,1,2,4,4,1,1,4,4,1,1,1,1,4,4,2,2,4,4,3,3,6,2,2,1,6,2,3,1,6,2,5,5,2,1,4,5,2,2,4,5,1,1,5,5,1,1,5,5,1,1,4,3,4,5,3,4,4,1,5,4,1,4,5,5,1,1,4,4,4,2,1,1,3,5,4,4,2,2,5,3,1,3,5,5,2,3,5,5,1,1,4,1,5,3,5,1,5,4,5,4,Warm,Outgoing,Efficient,1,6,1,1,6,6,1,5,5,6,4,3,7,7,4,3,5,3,5,6,6,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,2,4,3,3,2,2,3,2,4,1,2,4,4,2,2,3,3,2,1965,59,1,NA,NA,NA,NA,1,NA,NA,3,0,NA,1,NA,1,USA,5,0,3,8,4,1,3,$45000,48601,78041,06:00 AM,05:45 AM,11:00 AM,11:00 PM,9:00 PM,11:30 PM,1,NA,5,1,2,2024-08-06 10:20:36,,,,,,
17009,TMB,2024-08-13T21:00:03Z,TRUE,3,3,3,3,1,4,2,3,3,2,3,3,4,2,2,4,4,3,2,2,3,4,4,3,2,4,4,6,6,6,6,2,3,1,4,1,2,2,1,5,4,2,4,2,4,2,2,4,4,1,2,5,4,1,1,5,5,2,1,4,4,2,2,4,5,2,1,4,4,2,3,5,5,1,1,4,4,4,2,1,2,4,4,2,2,3,4,4,4,1,2,5,5,1,1,4,4,1,1,2,2,4,4,4,2,4,4,4,4,Dependable,Sociable,Generous,4,4,2,4,5,5,1,6,6,6,6,6,6,7,2,5,4,2,5,5,6,NA,NA,1,1,1,1,1,1,1,1,NA,0,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,3,3,3,2,2,2,3,1,2,4,3,2,3,3,3,2,1959,64,0,NA,NA,NA,NA,1,NA,NA,6,4,7,1,NA,1,United States,1,0,2,5,1,4,4,$80000,Honolulu HI,95618,07:00 AM,06:00 AM,08:30 AM,11:00 PM,10:00 PM,12:00 AM,3,NA,1,1,1,2024-08-13 17:00:12,,,,,,
10616,UCD Sona,2024-08-15T23:05:58Z,TRUE,2,3,3,1,1,4,3,3,2,2,2,4,3,2,3,3,3,3,2,3,2,4,3,3,3,4,4,4,6,2,6,5,4,3,6,4,5,2,6,4,5,5,3,5,4,1,2,5,5,1,1,2,4,4,5,2,2,3,5,2,2,4,3,3,4,2,1,5,5,1,2,5,5,3,4,4,1,5,5,1,1,5,5,1,1,5,3,5,5,1,1,5,5,1,4,5,5,1,1,4,1,5,5,5,1,5,5,5,5,intelligent,optimistic,energetic,1,3,2,3,5,5,1,6,6,6,7,6,5,6,5,5,6,6,7,7,7,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,3,2,4,3,1,4,1,3,4,2,0,3,1,3,1,3,4,3,1952,71,0,NA,NA,NA,NA,1,NA,NA,7,2,2,0,NA,1,USA,2,0,0,8,2,2,3,$125000,90240,94595,9:00 AM,8:00 AM,10:00 AM,1:00 AM,11:00 PM,3:00 AM,1,NA,NA,5,1,2024-08-15 19:08:46,,,,,,
17739,UCD Sona,2024-08-15T23:41:17Z,TRUE,3,3,3,1,1,3,1,3,1,1,2,4,3,1,3,3,4,2,2,2,2,4,4,3,2,4,4,1,1,2,1,2,2,2,1,2,2,2,1,3,4,1,4,5,4,2,2,3,5,1,3,4,5,1,2,4,4,4,3,3,2,4,3,3,3,4,3,4,3,3,5,3,3,5,4,5,4,2,1,2,2,4,2,3,3,3,2,5,5,1,1,5,4,1,1,5,5,1,1,1,3,4,4,3,2,2,3,4,4,Intellectual,Generous,Critical/logical,1,4,3,3,5,5,1,5,5,5,6,2,7,7,4,5,5,2,6,6,6,alcohol,alcohol,1,1,1,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,3,4,3,2,2,1,2,2,4,4,2,0,3,2,3,3,3,4,3,1976,48,0,NA,NA,NA,NA,1,NA,NA,7,2,5,1,NA,1,US,6,3,1,8,3,1,3,$65000,06804,95616,09:00 AM,08:00 AM,10:00 AM,01:00 AM,11:30 PM,04:00 AM,3,NA,2,1,1,2024-08-15 19:41:28,,,,,,
5978,UCD Sona,2024-08-16T00:34:07Z,FALSE,4,4,4,4,2,4,4,2,4,3,4,2,2,4,3,2,3,3,3,4,3,1,2,2,4,2,3,2,1,1,2,3,2,2,2,4,3,3,3,3,5,1,3,4,3,2,3,3,4,3,4,5,3,1,2,5,4,1,1,5,2,3,3,4,3,1,2,4,5,1,1,5,5,3,3,3,5,3,4,3,3,4,3,3,3,3,3,5,4,3,2,5,5,5,1,4,5,1,1,2,2,3,5,4,2,5,4,5,4,Kind,Friendly,Smart,3,2,6,6,1,3,6,1,2,2,2,2,6,4,4,4,2,1,3,4,4,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,5,5,4,2,3,2,3,4,4,5,3,0,3,2,4,2,5,5,3,1950,73,0,NA,NA,NA,NA,1,NA,NA,3,2,2,1,NA,1,United States,7,0,0,4,1,NA,NA,$33000,Delano CA,95841,01:00 PM,10:00 AM,02:00 PM,04:00 AM,01:00 AM,05:30 AM,2,NA,3,4,3,NA,,,,,,
5922,UCD Sona,2024-08-16T01:02:51Z,TRUE,3,3,2,4,1,1,3,3,4,3,3,1,2,4,4,2,3,3,3,4,4,3,2,4,4,1,2,5,3,3,1,5,2,6,3,6,5,5,5,1,2,5,5,2,2,5,5,5,4,2,1,5,4,5,1,5,5,1,1,5,5,2,2,4,4,4,1,4,4,1,1,5,5,4,1,5,5,2,1,2,3,2,2,4,2,2,4,4,3,2,4,4,5,4,1,4,4,2,2,1,2,4,4,4,4,2,4,5,4,Hard worker,Problem solver,Compassionate,1,5,4,5,5,5,2,4,6,6,5,3,7,4,5,3,5,6,7,5,6,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,2,2,1,1,1,0,3,4,4,1,1,1,1,0,1960,64,0,NA,NA,NA,NA,1,NA,NA,5,6,6,1,NA,1,usa,2,0,1,8,4,1,1,$300000,20016,95864,03:00 AM,03:00 AM,04:00AM,08:00 PM,07:30 PM,08:00 PM,1,NA,2,1,1,NA,,,,,,
5290,UCD Sona,2024-08-16T02:29:42Z,TRUE,4,3,3,1,1,2,3,4,3,2,3,4,4,1,3,4,4,2,2,4,1,3,4,2,3,4,4,3,2,4,1,1,2,4,1,2,2,4,2,5,3,4,4,4,3,2,2,5,5,1,1,5,5,1,1,5,5,1,2,5,4,4,3,5,5,1,1,5,5,1,1,5,5,1,1,4,2,5,3,3,3,5,5,2,4,4,2,5,5,2,1,4,5,1,2,5,5,5,1,3,4,5,4,5,4,5,5,5,5,Kind,Fit,Brave,1,6,1,1,4,6,1,7,7,7,6,2,7,7,4,4,4,7,7,7,4,Prempro,Prempro,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,3,1,2,1,4,4,1,4,1,1,1,0,3,1,4,1,4,1,2,0,1967,57,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,United States,7,0,0,0,1,4,4,$150000,95688,95688,04:00 AM,04:00 AM,05:00 AM,10:00 PM,09:00 PM,10:00 PM,1,NA,2,1,1,2024-08-15 22:29:56,,,,,,
8037,UCD Sona,2024-08-16T16:02:36Z,TRUE,4,4,3,3,1,3,4,3,2,2,2,3,3,2,2,4,4,2,2,2,2,2,3,1,2,3,3,1,2,6,3,5,1,6,3,3,3,3,2,5,5,1,1,3,NA,3,3,2,5,1,1,5,5,1,1,5,5,1,1,5,5,2,2,1,2,4,4,4,4,3,4,5,5,4,4,1,1,4,5,1,1,5,5,2,1,4,4,5,5,1,1,4,2,4,4,4,4,4,2,1,1,5,5,4,1,4,5,4,4,Intelligent,Compassionate,Resilient,1,5,1,5,6,6,5,3,4,5,3,3,5,5,1,5,6,2,5,5,4,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,4,4,3,3,3,3,3,1,3,1,0,4,1,1,3,2,3,2,1974,49,0,NA,NA,1,NA,NA,NA,NA,4,4,4,1,NA,1,United States,6,1,1,2,2,2,3,$40000,48204,95688,04:45 AM,05:00 AM,08:00 AM,11:45 PM,10:00 PM,11:59 PM,1,NA,6,4,6,2024-08-16 12:02:47,,,,,,
21348,TMB,2024-08-16T16:45:22Z,FALSE,2,3,2,2,1,2,2,3,1,1,2,4,3,2,1,3,3,2,2,2,1,3,3,1,3,4,4,3,1,2,1,3,1,3,1,3,2,3,2,4,1,4,3,5,4,2,1,5,5,3,2,4,5,5,1,4,5,2,2,5,4,1,1,4,5,4,3,5,5,1,2,5,5,2,2,2,3,4,5,2,1,5,5,1,3,3,5,4,4,3,2,5,5,2,2,4,5,5,1,1,1,4,5,2,1,5,5,5,5,Caring,Optimistic,Honest,2,6,1,6,6,6,2,6,6,6,5,2,7,5,6,4,6,5,6,7,6,Vitamin C,Vitamin V,2,2,1,1,1,1,1,3,0,0,0,0,0,0,1,1,0,2,1,3,3,3,2,2,2,3,2,2,0,1,3,3,1,2,3,3,0,1977,46,1,NA,NA,NA,NA,1,NA,NA,5,4,4,0,NA,1,USA,2,2,1,8,4,1,1,$40000,Massachusetts,60616,6:00 AM,05:30AM,06:00 AM,10:00 PM,09:30 PM,10:00 PM,1,NA,3,4,4,2024-08-16 13:06:21,,,,,,
94225,TMB,2024-08-16T20:37:52Z,TRUE,2,2,3,3,3,2,2,4,3,3,1,4,4,2,3,3,3,1,4,4,2,4,4,1,3,4,4,4,4,3,3,3,2,2,2,2,2,2,2,4,4,3,2,4,4,2,2,4,5,2,2,4,5,5,3,5,5,2,2,5,4,1,3,5,5,1,2,5,5,1,1,4,5,3,1,2,2,4,1,2,1,5,5,2,2,4,4,5,4,1,2,5,4,4,3,4,5,4,2,2,1,5,5,2,1,5,4,4,4,Loyalty,Love,Care,1,6,1,6,5,4,6,6,6,7,7,6,6,7,7,6,7,6,6,6,7,Paracetamol,Paracetamol,2,2,2,1,2,2,1,1,0,0,1,0,0,0,1,0,0,3,3,2,1,4,4,4,4,1,2,2,0,3,2,2,1,2,2,2,1,1977,46,1,NA,NA,NA,NA,1,NA,NA,5,3,3,1,NA,1,United States of America,2,2,1,8,4,1,1,$38000,Chicago,80911,05:00 AM,04:00 AM,05:00 AM,10:00 PM,09:00 PM,10:00 PM,1,NA,3,4,4,2024-08-16 16:45:02,,,,,,
26247,TMB,2024-08-17T12:03:24Z,TRUE,2,3,4,2,2,2,2,2,3,3,4,2,3,2,3,4,4,2,4,3,4,2,3,2,3,3,3,3,1,4,2,4,3,4,4,3,2,5,4,5,3,2,1,5,5,1,3,5,5,2,2,5,5,1,1,5,5,3,1,5,4,2,2,5,5,2,1,4,5,2,2,5,5,2,1,4,2,4,4,1,1,4,5,1,3,5,5,5,5,2,3,5,5,5,2,5,4,4,1,2,1,5,4,2,2,5,4,5,4,Straight forward,Loving,Positive,2,6,1,1,6,6,2,6,6,6,4,3,5,5,7,7,6,4,5,5,5,NA,NA,2,1,1,1,1,1,1,2,0,0,0,1,1,1,1,2,2,2,1,2,3,4,3,3,3,3,1,1,0,3,2,2,2,2,3,3,1,1974,50,1,NA,NA,NA,NA,1,NA,NA,4,4,4,0,NA,1,United States of America,2,2,1,8,4,1,1,$40000,"Chicago, Illinois",01960,06:00 AM,5:00 AM,06:00 AM,10:00 PM,09:00 PM,10:00 PM,1,NA,5,5,4,2024-08-17 08:03:40,,,,,,
