SID,source,date,ema,sh-support_1,sh-support_4,sh-support_5,sh-support_6,sh-support_7,sh-support_8,sh-support_9,sh-loneliness_18,sh-loneliness_35,sh-loneliness_36,sh-loneliness_37,sh-loneliness_38,sh-loneliness_39,sh-loneliness_40,sh-loneliness_41,sh-loneliness_42,sh-loneliness_43,sh-loneliness_44,sh-loneliness_45,sh-loneliness_46,sh-loneliness_47,sh-loneliness_48,sh-loneliness_49,sh-loneliness_50,sh-loneliness_51,sh-loneliness_52,sh-loneliness_53,sh-isolation_kids_01,sh-isolation_kids_02,sh-isolation_kids_03,sh-isolation_kids_04,sh-isolation_family_01,sh-isolation_family_02,sh-isolation_family_03,sh-isolation_family_04,sh-isolation_friends_01,sh-isolation_friends_02,sh-isolation_friends_03,sh-isolation_friends_04,BFI_E_1,BFI_E_2,BFI_E_3,BFI_E_4,BFI_E_5,BFI_E_6,BFI_E_7,BFI_E_8,BFI_E_9,BFI_E_10,BFI_E_11,BFI_E_12,BFI_A_1,BFI_A_2,BFI_A_3,BFI_A_4,BFI_A_5,BFI_A_6,BFI_A_7,BFI_A_8,BFI_A_9,BFI_A_10,BFI_A_11,BFI_A_12,BFI_C_1,BFI_C_2,BFI_C_3,BFI_C_4,BFI_C_5,BFI_C_6,BFI_C_7,BFI_C_8,BFI_C_9,BFI_C_10,BFI_C_11,BFI_C_12,BFI_N_1,BFI_N_2,BFI_N_3,BFI_N_4,BFI_N_5,BFI_N_6,BFI_N_7,BFI_N_8,BFI_N_9,BFI_N_10,BFI_N_11,BFI_N_12,BFI_O_1,BFI_O_2,BFI_O_3,BFI_O_4,BFI_O_5,BFI_O_6,BFI_O_7,BFI_O_8,BFI_O_9,BFI_O_10,BFI_O_11,BFI_O_12,E_angry,E_afraid,E_happy,E_excited,E_proud,E_guilty,E_attentive,E_content,E_purposeful,E_goaldir,CT_1,CT_2,CT_3,pur_01,pur_02,pur_03,pur_04,pur_05,pur_06,pur_07,SWL_1,SWL_2,SWL_3,SWL_4,SWL_5,SAT_1,SAT_2,SAT_3,SAT_4,SAT_5,SAT_6,SAT_7,SAT_8,SAT_9,sud_MINI_1,sud_MINI_2,sud_dudit_1,sud_dudit_2,sud_dudit_3,sud_dudit_4,sud_dudit_5,sud_dudit_6,sud_dudit_7,sud_dudit_10,sud_dudit_11,sud_dudit_14,sud_dudit_15,sud_dudit_16,sud_dudit_17,sud_dudit_18,sud_dudit_19,sud_dudit_20,sud_dudit_21,chron_MEQ_01,chron_MEQ_02,chron_MEQ_03,chron_MEQ_04,chron_MEQ_05,chron_MEQ_06,chron_MEQ_07,chron_MEQ_08,chron_MEQ_09,chron_MEQ_10,chron_MEQ_11,chron_MEQ_12,chron_MEQ_13,chron_MEQ_14,chron_MEQ_15,chron_MEQ_16,chron_MEQ_17,chron_MEQ_18,chron_MEQ_19,chron_MEQ_20,demo_YOB,demo_age,demo_hispanic,demo_ethnicity_1,demo_ethnicity_2,demo_ethnicity_3,demo_ethnicity_4,demo_ethnicity_5,demo_ethnicity_6,demo_ethnicity_7,demo_education,demo_mom_edu,demo_dad_edu,demo_gender,demo_gender_3_TEXT,demo_english,demo_country,demo_relationship,demo_nChildren,demo_livingSituation,demo_employment,demo_workHours,demo_workDaily,demo_workWeekly,demo_income,demo_zipChildhood,demo_zipCurrent,demo_typicalWake,demo_earliestWake,demo_latestWake,demo_typicalBed,demo_earliestBed,demo_latestBed,demo_orientation,demo_orientation_4_TEXT,demo_libconserv_1,demo_relAct,demo_church,cog_date,Matching_Shapes_and_Numbers,Fast_Reactions,Remembering_Words_Test,Thinking_Back,Visual_Patterns,Vocabulary
69530,TMB,2024-10-28T05:01:53Z,TRUE,3,4,4,2,1,3,1,4,2,1,1,3,4,1,2,4,3,2,1,1,1,3,4,2,1,3,3,3,3,1,1,4,3,3,3,2,5,4,4,3,3,3,4,3,3,2,3,4,3,2,1,4,5,2,2,5,5,2,2,4,4,3,2,4,4,2,1,5,5,1,1,5,5,2,2,3,3,3,3,2,2,3,4,4,3,4,4,4,4,2,3,4,3,2,2,3,3,2,2,1,2,4,4,4,2,5,5,4,4,reliable,Caring,Responsible,1,5,1,1,6,6,1,6,5,6,5,5,7,6,7,4,5,5,6,6,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,3,3,1,1,2,0,3,3,3,1,3,2,2,0,1965,59,0,NA,1,NA,NA,NA,NA,NA,5,6,5,0,NA,1,United States,2,0,1,5,1,4,4,$76000,90640,91745,05:00 AM,05:00 AM,6:00 AM,10:00 PM,9:00 PM,11:00 PM,1,NA,2,3,5,2024-10-28 01:02:06,,,,,,
83606,TMB,2024-10-28T05:11:48Z,TRUE,3,3,2,3,2,3,2,3,2,2,3,1,2,3,3,3,2,3,2,2,4,3,2,3,4,3,3,6,6,6,6,6,6,6,6,6,5,6,6,2,3,4,4,3,3,2,3,3,3,4,3,4,3,1,2,4,4,2,2,4,3,2,2,3,4,2,2,4,3,2,2,4,4,2,2,3,4,4,2,4,4,4,3,2,2,2,4,5,4,2,2,4,5,2,2,4,4,2,1,1,3,2,3,3,3,3,2,4,3,kind,trustworthiness,inquisitive,2,4,3,2,5,4,1,2,2,2,2,2,2,2,6,1,4,1,2,3,3,cannabis,cannabis,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,3,4,2,2,1,2,3,3,3,1,1,2,1,2,2,4,4,2,1975,49,1,NA,NA,NA,NA,1,NA,NA,5,5,5,1,NA,1,United States,3,0,3,3,1,4,4,$50000,33140,97202,07:00 AM,06:00 PM,12:00 AM,11:00 PM,10:30 PM,01:00 AM,1,NA,1,3,1,2024-10-28 01:12:09,,,,,,
57416,TMB,2024-10-28T08:37:50Z,TRUE,4,2,2,1,2,3,2,3,3,3,3,3,2,1,3,3,2,3,3,2,3,2,2,3,3,2,2,1,NA,1,1,1,1,1,1,1,1,1,1,3,1,5,4,3,3,2,5,3,5,1,1,5,3,5,1,5,5,1,1,5,5,1,5,5,5,1,1,5,5,1,1,3,5,1,1,2,1,5,1,1,1,5,5,3,5,5,5,3,5,1,3,5,5,1,1,3,5,3,1,1,1,5,4,5,1,4,5,5,5,Sociable,Sensitive,Curious,1,6,1,1,6,6,1,7,7,7,1,7,4,4,5,2,1,5,4,7,7,NA,NA,1,1,1,1,1,1,1,NA,NA,3,0,0,0,0,0,0,0,4,3,2,1,4,4,4,2,2,2,2,0,2,4,3,3,2,3,5,1,1968,56,1,NA,NA,NA,NA,1,NA,NA,6,7,7,0,NA,1,United States,5,0,0,5,1,4,4,$80000,Los Angeles,10011,09:30 AM,08:00 AM,10:00 AM,09:00 pm,08:00pm,11:00pm,1,NA,7,4,6,2024-10-28 04:39:02,,,,,,
24983,TMB,2024-10-28T09:28:59Z,TRUE,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,1,4,5,1,5,5,5,5,4,1,5,5,1,5,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,1,4,5,4,5,Happy,Excited,Happiness,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1,1,4,4,4,3,3,4,1,1,0,0,1,1,1,1,1,1,0,1978,46,0,NA,NA,1,NA,NA,NA,NA,5,5,5,0,NA,1,Usa,2,0,1,5,4,4,4,$10000,48234,35218,06:00 AM,07:00 AM,07:05 AM,10:00 PM,09:00 PM,12:00 AM,2,NA,7,5,6,2024-10-28 05:29:17,,,,,,
40569,TMB,2024-10-28T14:22:31Z,TRUE,3,2,1,3,2,4,4,4,2,3,4,2,1,4,3,2,1,3,4,4,3,4,2,1,3,2,2,5,4,6,6,5,3,6,6,6,6,6,6,1,3,4,1,1,1,4,5,1,1,5,5,4,4,4,4,4,5,1,4,4,1,2,4,2,3,1,2,2,5,5,3,3,4,1,1,4,5,4,1,4,2,1,1,5,4,1,3,1,1,5,5,1,1,5,5,4,2,3,2,2,3,3,1,2,3,2,5,1,1,fly,chirp,hate bluebirds,6,3,5,2,2,2,3,3,7,5,2,1,4,5,7,4,6,6,1,1,3,NA,NA,1,1,1,NA,NA,1,1,1,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,1,1,1,4,1,1,3,4,3,2,1,3,3,3,1969,55,0,NA,NA,NA,NA,1,NA,NA,3,4,2,1,NA,1,United States,2,2,1,6,3,1,3,$29999,65622,65463,08:00 AM,08:00AM,08:30 AM,10:00 PM,09:00 PM,10:30 PM,1,NA,2,5,3,2024-10-28 10:22:55,,,,,,
93290,TMB,2024-10-28T16:22:06Z,TRUE,4,3,4,2,1,4,3,2,4,3,3,2,2,3,3,2,3,3,3,3,4,1,4,1,3,3,2,3,1,6,1,5,3,6,1,6,5,6,3,2,2,4,4,2,3,3,3,1,4,2,5,5,4,1,1,5,5,1,1,4,4,1,4,3,2,3,4,2,3,4,5,4,5,2,2,4,3,3,1,5,4,4,4,3,2,3,4,3,3,2,3,2,2,4,3,3,3,3,2,4,3,1,2,3,2,4,3,4,2,Caring,Friendly,Trusyed,2,4,5,3,2,2,5,2,2,4,2,6,6,4,4,2,2,2,3,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,4,2,1,2,4,2,2,1,3,2,1,3,3,2,2,4,2,3,1,1960,64,0,NA,NA,1,NA,NA,NA,NA,5,5,5,0,NA,1,USA,6,0,0,1,1,4,4,$0,02166,01331,10:00 Am,9:00am,11:00am,10:00pm,9:00pm,11:00pm,1,NA,3,1,1,2024-10-28 12:22:22,,,,,,
60065,TMB,2024-10-28T19:06:00Z,TRUE,4,4,3,3,4,4,3,3,2,2,1,3,3,1,3,4,3,2,2,2,1,3,2,2,2,3,3,6,6,6,6,1,1,1,1,1,2,2,2,4,4,4,2,4,5,2,2,5,4,1,2,5,5,1,1,5,5,1,1,5,4,1,4,4,4,2,1,4,4,1,2,5,5,1,4,2,1,5,5,1,1,5,5,1,1,5,4,4,4,1,2,3,4,4,3,5,5,1,4,1,1,5,4,4,1,4,5,5,5,"Problem, solver",Friendly,Honest,2,5,2,1,5,6,1,5,6,6,5,6,7,7,5,5,6,6,7,7,7,NA,NA,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,3,1,1,2,0,1,2,3,1,1,2,3,1,1950,74,0,NA,NA,NA,NA,1,NA,NA,3,2,2,0,NA,1,USA,6,0,0,8,4,1,3,$35000,Alamosa Colorado,65463,05:30 AM,0500 AM,0700 AM,1000 PM,0950 PM,1100 PM,1,NA,6,5,6,2024-10-28 15:07:09,,,,,,
17724,TMB,2024-10-29T01:14:18Z,TRUE,4,2,2,2,2,2,2,2,4,3,4,2,2,3,3,2,2,4,4,4,3,2,3,3,4,3,3,4,4,2,2,4,4,4,4,3,3,3,2,2,4,4,2,2,2,3,2,4,2,2,2,5,2,4,2,4,2,2,2,4,2,2,2,4,4,2,2,4,2,2,2,4,4,2,2,2,4,2,4,2,2,2,4,4,4,2,4,4,4,2,2,4,4,2,2,4,2,2,2,2,2,4,4,2,2,4,4,4,3,Empathy,Integrity,creative,1,5,1,1,5,5,2,2,4,2,3,2,5,5,5,5,5,5,5,5,5,tramadol,tramadol,3,1,2,1,1,1,2,3,1,1,1,1,1,1,1,0,0,0,1,3,1,4,4,3,1,3,1,3,0,3,1,1,1,1,2,2,0,1975,49,0,NA,NA,NA,NA,1,NA,NA,5,5,5,1,NA,1,United States of America,2,1,1,8,3,1,1,$130000,78130,78130,04:30 AM,04:00 AM,05:00 AM,10:00 PM,10:00 PM,12:00 PM,1,NA,5,2,3,2024-10-28 21:14:41,,,,,,
23152,TMB,2024-10-29T15:35:47Z,TRUE,4,3,4,2,2,3,2,3,2,2,2,3,3,2,2,4,3,2,2,2,3,3,3,1,2,3,3,6,6,6,6,5,3,3,3,2,3,2,2,5,5,1,1,5,5,1,1,4,4,1,1,4,5,4,1,4,5,1,1,4,3,1,3,4,5,1,1,5,4,2,1,5,4,1,1,1,1,5,4,1,1,4,5,1,1,5,5,5,5,1,3,4,4,2,3,4,4,1,1,1,1,3,4,4,1,4,4,5,4,Measured,Thoughtful,Respectful,2,5,2,2,5,5,2,4,5,5,4,4,5,5,3,5,5,4,5,5,5,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,5,1,2,3,1,1,2,3,2,3,1,1,3,3,2,2,3,3,2,1971,53,0,NA,NA,NA,NA,1,NA,NA,4,2,2,0,NA,1,England,1,0,0,8,4,1,1,$70000,"Portland, OR",97209,07:45 AM,6:00 AM,07:50 AM,10:30 PM,09:30 PM,12:00 PM,1,NA,4,1,2,2024-10-29 11:35:58,,,,,,
14561,TMB,2024-10-29T18:00:22Z,TRUE,3,3,2,2,2,2,3,3,1,2,2,4,3,3,4,4,4,3,2,3,2,4,4,1,3,4,4,1,1,3,1,2,1,3,2,2,2,2,1,5,1,4,4,5,5,5,5,5,5,1,1,5,5,4,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,1,1,5,5,1,1,5,5,1,1,5,5,1,1,1,1,4,5,5,1,5,5,1,1,1,2,5,5,1,1,5,5,5,5,Passionate,Caring,Selfless,1,6,1,1,6,6,6,7,7,7,7,1,7,6,7,7,7,7,7,6,5,NA,NA,3,1,1,2,1,1,1,3,1,1,0,0,1,0,1,0,0,2,3,4,3,4,4,4,4,3,1,1,1,1,1,1,2,1,2,3,0,1974,50,0,NA,NA,NA,NA,1,NA,NA,6,6,6,0,NA,1,United States,2,2,1,8,4,1,1,$145000,90012,90012,07:45 AM,07:00 AM,08:45 AM,10:30 PM,09:00 PM,11:00 PM,1,NA,7,4,5,2024-10-29 16:39:49,,,,,,
45489,TMB,2024-10-29T19:28:36Z,TRUE,4,4,4,1,1,2,1,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,3,1,1,1,4,2,2,1,2,1,1,1,5,2,5,1,4,5,1,1,5,4,1,1,5,5,5,1,5,5,1,1,5,5,1,1,5,5,1,1,5,5,1,1,4,5,2,1,4,2,5,5,1,1,5,5,1,2,5,5,4,4,1,5,5,5,4,1,5,5,3,1,1,1,5,5,2,1,5,5,5,5,Dominance,Humility,Tolerance,1,6,1,1,6,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,3,2,3,4,4,4,4,3,1,4,0,0,1,3,1,1,2,3,1,1974,50,0,NA,NA,NA,NA,1,NA,NA,7,7,7,0,NA,1,USA,2,3,1,8,3,2,1,$145,89108,90012,04:00 AM,04:00 AM,07:00 AM,11:00 PM,09:00 PM,12:00 PM,1,NA,1,5,6,2024-10-29 15:29:24,,,,,,
67442,TMB,2024-10-29T19:56:27Z,TRUE,4,4,2,1,1,1,3,4,1,2,4,4,4,2,2,4,4,2,1,1,3,3,3,3,4,4,4,6,6,6,6,4,2,4,6,2,3,2,1,4,4,2,5,2,4,2,5,3,3,1,1,5,5,1,1,5,5,1,2,5,5,3,4,2,1,4,4,3,4,3,4,4,4,4,1,4,5,3,1,4,4,4,4,5,1,2,5,5,3,1,1,4,4,1,1,2,2,4,1,2,4,3,4,4,5,4,2,3,5,humor,intelligence,compassion,1,5,1,4,5,4,1,5,6,6,7,5,6,6,6,4,2,3,5,2,3,NA,NA,1,1,1,1,1,1,1,4,0,0,0,0,0,2,0,1,1,2,2,1,2,4,3,2,3,1,3,1,0,1,2,4,1,4,2,3,1,1968,56,0,NA,NA,NA,NA,1,NA,NA,7,7,7,1,NA,1,USA,2,0,1,8,4,1,1,$110000,44106,02132,06:20 AM,05:45 AM,06:40 AM,09:45 PM,08:45 PM,10:15 PM,1,NA,6,1,1,2024-10-29 15:56:37,,,,,,
53736,TMB,2024-10-29T20:20:11Z,TRUE,2,2,3,1,2,3,2,4,2,1,1,4,3,1,1,3,4,1,1,1,1,3,4,2,1,4,4,1,1,3,1,1,2,5,1,1,1,6,1,5,2,4,2,4,5,1,1,5,5,1,1,5,5,5,1,5,5,2,1,5,1,1,1,4,5,1,1,5,5,1,1,1,5,4,1,4,1,4,4,1,1,5,5,1,1,5,5,4,1,1,2,5,5,1,2,5,5,5,1,1,1,5,5,2,1,5,5,5,5,Regular exercise,Tech enthusiast that love traveling,Liberal and loved Reading,4,6,1,1,6,4,1,6,6,5,5,3,6,6,7,6,6,5,6,6,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,1,1,1,4,4,3,3,1,1,1,0,2,1,4,1,1,3,3,0,1978,46,0,NA,NA,1,NA,NA,NA,NA,5,2,3,0,NA,1,USA,2,2,1,8,2,1,1,$150,900004,900004,7:00 AM,4:00 AM,5:45 AM,8:25 AM,7:20 AM,07:22 AM,1,NA,4,4,6,2024-10-29 16:21:01,,,,,,
67691,TMB,2024-10-29T23:23:40Z,TRUE,4,2,2,1,2,2,2,3,2,1,2,2,3,2,3,3,3,2,1,2,2,4,4,3,3,3,4,4,4,2,2,4,4,2,2,4,4,1,1,4,4,4,4,4,4,3,2,4,4,2,2,5,4,3,4,4,4,2,4,4,3,4,5,5,4,3,2,5,5,4,4,5,5,3,4,5,5,3,2,4,4,4,4,4,4,3,4,5,5,2,2,5,5,2,2,5,5,2,2,4,4,5,5,5,2,5,4,5,5,Caring,Generous,Thoughtful,2,4,1,4,4,5,4,6,6,6,6,6,5,4,7,5,6,7,5,6,7,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5,5,2,3,3,3,3,2,2,2,2,2,1,4,1,2,2,2,0,1978,46,1,NA,NA,NA,NA,1,NA,NA,5,3,1,1,NA,0,USA,2,3,1,8,4,1,1,$225000,11235,10001,06:00 AM,06:00 AM,07:30 AM,11:00 PM,10:00 PM,12:00AM,1,NA,5,4,1,2024-10-29 19:24:04,,,,,,
300,TMB,2024-10-30T03:15:45Z,TRUE,3,3,2,3,2,3,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,3,2,4,3,3,4,4,3,1,2,5,5,1,1,4,4,3,2,3,2,4,4,1,2,5,5,1,1,3,2,2,4,3,3,3,2,4,4,3,3,5,5,4,2,4,4,2,1,4,4,2,2,4,3,2,3,3,4,4,3,4,4,4,2,3,3,3,4,2,3,2,2,3,1,3,2,4,4,introvert,quiet,intelligent,2,3,4,4,3,3,2,2,3,3,2,2,3,3,3,3,4,3,5,3,3,NA,NA,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,3,3,2,2,1,2,2,0,2,4,4,1,4,2,3,1,1965,59,0,NA,NA,NA,NA,1,NA,NA,5,2,2,1,NA,1,United States,1,0,0,5,1,4,4,$60000,94509,94509,06:00 AM,05:00 AM,06:30 AM,1030HH:MM PM,0930HH:MM PM,1200HH:MM PM,1,NA,3,1,2,2024-10-29 23:16:01,,,,,,
39940,TMB,2024-10-31T14:41:32Z,TRUE,2,3,1,3,2,1,3,3,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3,4,3,3,2,2,6,3,3,3,6,5,4,4,5,5,1,1,5,4,1,1,4,4,1,2,4,3,3,4,3,4,4,5,1,3,4,4,2,2,3,2,4,4,4,4,2,4,4,4,4,4,4,4,3,2,3,4,3,4,2,2,3,3,2,1,4,4,2,3,5,4,2,2,4,3,2,2,3,2,2,1,2,4,3,3,helpful,curteous,friendly,5,3,5,4,3,2,5,2,1,4,5,5,5,4,5,5,4,2,2,3,3,NA,NA,1,1,1,1,1,1,1,1,NA,0,0,0,0,0,0,0,0,2,2,2,1,3,2,1,3,3,3,1,1,2,2,3,3,4,4,3,0,1959,65,0,NA,NA,NA,NA,1,NA,NA,2,2,1,1,NA,1,united states,2,0,1,8,4,1,3,$55000,75501,75501,7:00 AM,6:00 AM,8:30 AM,10:30 PM,9:30 PM,11:30 PM,1,NA,4,1,1,2024-10-31 10:50:27,,,,,,
14107,TMB,2024-10-31T15:33:41Z,TRUE,2,2,2,1,2,3,3,3,2,3,3,3,3,2,4,3,3,3,3,2,2,2,3,3,2,3,3,4,2,2,3,4,4,2,3,3,3,3,3,4,4,4,4,4,4,2,4,4,3,4,3,4,4,3,4,4,4,4,4,3,5,4,2,3,4,2,2,4,4,2,3,4,4,3,3,4,4,3,3,3,3,3,4,2,3,3,4,4,4,3,5,3,4,2,3,3,4,4,2,3,3,4,4,3,2,4,2,4,3,Honestly,Proud,Innocent,3,3,5,3,3,4,3,4,5,5,6,5,6,5,6,1,5,6,4,6,7,Vitamin C,NA,2,3,1,1,1,1,1,3,2,3,3,3,2,2,3,0,0,2,1,3,2,3,3,3,3,2,1,3,0,2,1,3,3,2,3,3,1,1976,48,0,NA,NA,1,NA,NA,NA,NA,5,5,5,0,NA,1,USA,2,1,1,8,3,1,1,$80000,10019,10019,06:00 AM,05:00AM,08:00AM,11HH:MM PM,10HH:MM PM,11HH:MM PM,1,NA,3,4,4,2024-10-31 11:33:58,,,,,,
33775,TMB,2024-10-31T19:05:04Z,TRUE,4,3,3,2,1,2,2,4,2,1,1,1,3,1,2,4,4,3,1,1,2,4,4,2,2,4,4,2,1,2,1,2,1,2,1,2,1,1,1,4,2,4,4,4,5,4,5,5,4,2,2,5,5,5,1,5,5,1,2,5,5,3,4,5,5,2,1,5,5,2,4,4,4,3,2,4,4,4,4,1,1,4,4,4,4,4,4,4,5,4,2,5,5,4,4,4,5,4,3,2,3,5,5,4,2,5,5,4,4,Individuality,Extraversion,Conscientiousness,1,5,1,1,6,3,3,7,6,6,5,1,7,7,7,6,7,6,6,7,7,Anti-maleria,Paracetamol,5,3,1,2,3,3,1,1,2,1,0,1,2,0,0,0,0,2,2,3,4,4,3,4,3,2,3,3,2,2,3,3,3,3,3,3,2,1975,49,0,NA,NA,NA,NA,1,NA,NA,6,4,5,0,NA,1,United States,2,2,1,6,3,1,1,$140000,92312,92336,7:00 AM,6:45 AM,10:00 PM,9:30 PM,9:00 PM,10:30 PM,1,NA,5,5,5,2024-10-31 15:05:35,,,,,,
45144,TMB,2024-11-01T04:03:46Z,TRUE,4,3,2,2,2,3,3,3,3,2,4,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,1,1,3,2,2,1,1,1,2,2,2,2,2,1,4,5,5,4,5,2,4,4,2,1,5,5,2,3,5,4,1,4,4,5,4,5,4,4,1,1,4,5,3,1,5,5,2,4,4,3,5,3,1,4,5,4,5,2,4,5,5,5,4,3,4,5,5,3,5,4,2,1,2,1,5,5,5,4,5,5,5,4,Narcissism,Generosity,Ambition,6,5,1,1,6,6,3,7,5,5,6,3,7,6,6,6,7,6,2,5,7,NA,NA,1,1,1,1,1,1,1,2,0,0,2,1,1,2,2,0,2,2,1,2,2,4,3,4,4,3,1,1,0,3,2,3,1,3,3,4,2,1978,46,0,NA,NA,1,NA,NA,NA,NA,5,5,5,0,NA,1,United States,2,3,1,8,3,1,1,$150000,90025,90025,5:30 AM,5:00 AM,8:00 AM,9:00;PM,8;00 AM,10:00 AM,1,NA,6,3,5,2024-07-17 08:47:59,,,,,,
45144,TMB,2024-11-01T04:03:46Z,TRUE,4,3,2,2,2,3,3,3,3,2,4,2,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,1,1,3,2,2,1,1,1,2,2,2,2,2,1,4,5,5,4,5,2,4,4,2,1,5,5,2,3,5,4,1,4,4,5,4,5,4,4,1,1,4,5,3,1,5,5,2,4,4,3,5,3,1,4,5,4,5,2,4,5,5,5,4,3,4,5,5,3,5,4,2,1,2,1,5,5,5,4,5,5,5,4,Narcissism,Generosity,Ambition,6,5,1,1,6,6,3,7,5,5,6,3,7,6,6,6,7,6,2,5,7,NA,NA,1,1,1,1,1,1,1,2,0,0,2,1,1,2,2,0,2,2,1,2,2,4,3,4,4,3,1,1,0,3,2,3,1,3,3,4,2,1978,46,0,NA,NA,1,NA,NA,NA,NA,5,5,5,0,NA,1,United States,2,3,1,8,3,1,1,$150000,90025,90025,5:30 AM,5:00 AM,8:00 AM,9:00;PM,8;00 AM,10:00 AM,1,NA,6,3,5,2024-07-17 08:47:59,,,,,,
67656,TMB,2024-11-01T07:26:17Z,FALSE,4,3,2,2,1,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,2,3,4,3,3,4,1,1,2,2,1,1,2,2,2,2,2,2,2,1,5,5,4,5,5,5,5,5,4,2,5,5,5,3,5,5,1,1,5,5,1,5,5,5,1,2,5,5,2,2,5,5,3,3,4,2,5,5,2,1,5,5,5,4,5,5,5,5,5,1,5,4,4,4,5,5,2,1,2,2,5,5,5,3,5,5,5,5,Narcissism,Generosity,Ambitious,6,5,1,1,6,6,5,6,6,7,7,4,7,6,7,6,6,7,6,6,7,NA,NA,1,1,1,1,1,1,1,2,0,0,2,1,1,2,2,0,2,2,2,2,2,3,4,3,3,3,1,2,0,3,4,3,1,2,3,3,1,1978,46,0,NA,NA,1,NA,NA,NA,NA,6,5,5,0,NA,1,United States,2,2,1,8,3,1,1,$170000,90001,90001,6:00 AM,5:00 AM,9:00 AM,9:00 AM,8:00 AM,11:00 AM,1,NA,6,4,5,2024-11-01 03:26:38,,,,,,
31653,TMB,2024-11-01T07:39:57Z,FALSE,3,3,3,2,2,3,1,3,2,4,1,4,4,1,2,3,4,2,4,4,1,4,4,2,4,4,4,1,2,4,2,1,3,4,2,1,1,3,1,2,1,3,2,4,5,3,1,5,4,5,1,5,5,5,2,5,5,1,1,5,5,1,4,5,5,1,1,5,5,1,1,5,5,1,1,2,2,5,5,5,3,2,5,2,5,4,5,5,4,1,5,5,5,5,1,5,5,5,1,2,1,4,4,4,1,5,3,5,5,Agreeableness,Conscientiousness,Extraversion,1,6,1,1,6,6,5,7,7,7,7,5,7,6,6,5,5,5,6,7,6,NA,NA,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,2,3,2,3,3,3,3,2,2,2,1,2,2,1,2,2,2,3,1,1974,50,0,NA,NA,NA,NA,1,NA,NA,6,5,7,0,NA,1,United States of America,2,NA,1,8,3,1,1,$120000,Los altos California,90065,7:30 am,6:40 am,8:00 am,23:20 pm,21:00 pm,00:00 am,1,NA,5,3,4,2024-11-01 03:40:07,,,,,,
16048,TMB,2024-11-01T10:26:16Z,TRUE,3,3,2,1,1,2,2,3,3,2,3,4,3,3,4,3,3,4,4,4,4,4,3,4,4,3,4,2,1,2,3,2,3,3,2,3,2,4,1,4,5,5,4,4,4,4,4,4,5,4,5,4,4,5,4,5,5,4,4,5,5,4,4,5,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,3,4,5,4,5,5,4,4,5,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,4,4,5,5,5,5,Consciousness,Extravension,Emotionally,5,6,5,4,6,6,6,7,6,5,5,6,6,5,7,7,7,6,5,6,7,N/A,N/A,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,2,2,2,3,3,4,4,3,3,2,1,0,2,2,2,1,1,2,2,3,1978,46,1,NA,NA,1,NA,NA,NA,NA,7,6,7,1,NA,1,United state,2,3,1,8,3,1,1,$200000,96002,96002,06:30 AM,06:00 AM,06:45 AM,HH:MM PM,09:30 PM,10:00 PM,1,NA,6,5,5,2024-11-01 06:28:42,,,,,,
